,/lpc/it8688e/control/0,/lpc/it8688e/control/1,/lpc/it8688e/control/2,/lpc/it8688e/control/3,/lpc/it8688e/control/4,/lpc/it8688e/voltage/0,/lpc/it8688e/voltage/1,/lpc/it8688e/voltage/2,/lpc/it8688e/voltage/3,/lpc/it8688e/voltage/4,/lpc/it8688e/voltage/5,/lpc/it8688e/voltage/6,/lpc/it8688e/voltage/7,/lpc/it8688e/voltage/8,/lpc/it8688e/temperature/0,/lpc/it8688e/temperature/1,/lpc/it8688e/temperature/2,/lpc/it8688e/temperature/3,/lpc/it8688e/temperature/4,/lpc/it8688e/temperature/5,/lpc/it8688e/fan/0,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/0,/amdcpu/0/power/0,/amdcpu/0/clock/0,/amdcpu/0/power/2,/amdcpu/0/power/3,/amdcpu/0/power/4,/amdcpu/0/power/5,/amdcpu/0/power/6,/amdcpu/0/power/7,/amdcpu/0/temperature/0,/amdcpu/0/temperature/4,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/power/1,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Voltage #1","Voltage #2","Voltage #3","Voltage #4","Voltage #5","Voltage #6","Voltage #7","Standby +3.3V","VBat","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Total","CPU Package","Bus Speed","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Package","CPU CCD #1","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Cores","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Used Space"
09/02/2020 15:34:51,,,,,,1.416,2.016,2.052,2.004,1.104,0.912,1.38,3.264,3.096,36,36,53,39,38,46,3110.599,17.1875,19.53125,17.96875,11.71875,13.28125,17.1875,16.1458321,43.0603638,99.81876,2.118168,2.76301169,2.46563,1.69275033,1.86695516,2.152362,53.25,50.25,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,13.058877,42.33417,6.752514,9.19799,46,1035,5750.98926,0,35,13,0,1,43,1520,6144,2105.85156,4038.14844,34.27493,40.09,72.265625,22.4609375,33,1.05509186,35.9820251
09/02/2020 15:34:56,,,,,,1.116,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,53,39,38,46,3125,8.59375,13.28125,13.28125,4.6875,6.25,8.59375,9.114581,42.3697433,99.81876,1.96360493,2.6918118,2.282806,1.58449686,1.82269144,2.02291512,53.25,47.25,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,12.3683262,42.3347435,6.75260544,9.197899,46,975.000061,5000.98047,0,36,14,0,0,43,1514,6144,2139.60156,4004.39844,34.8242455,40.1400032,60.546875,18.5546875,33,1.05509186,35.9820251
09/02/2020 15:35:01,,,,,,1.248,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,36,63,39,38,46,3125,14.84375,24.21875,12.5,11.71875,14.0625,23.4375,16.796875,45.998333,99.81876,2.369984,3.28718472,2.58739185,1.9154706,2.2804873,3.43409133,62.625,50.5,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,15.874609,42.3174553,6.74984741,9.200657,46,975.000061,5000.98047,0,37,13,0,0,43,1520,6144,2105.85156,4038.14844,34.27493,37.583,53.7109375,11.71875,33,1.05509186,35.9820251
09/02/2020 15:35:06,,,,,,1.416,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,36,55,39,38,46,3245.19238,10.15625,21.09375,14.0625,7.8125,7.03125,10.15625,11.71875,43.3365936,99.81876,2.18941855,3.02552533,2.42185116,1.75749314,1.92928731,2.0579145,55.125,48.25,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,13.38149,42.475853,6.775112,9.175392,46,1245,6000.98438,0,35,13,0,0,43,1520,6144,2120.97656,4023.02344,34.5211029,41.874,83.984375,21.484375,33,1.05509186,35.9820328
09/02/2020 15:35:11,,,,,,1.116,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,53,39,38,46,3110.599,14.84375,17.96875,16.40625,9.375,10.9375,10.15625,13.28125,42.3434372,99.81876,2.00518847,2.815043,2.33502364,1.66498709,1.75319028,1.98128819,53.5,50,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,12.55472,42.47329,6.774704,9.1758,46,1065,5750.98926,0,38,13,0,0,43,1519,6144,2120.72656,4023.27344,34.5170326,40.7580032,120.117188,14.6484375,33,1.05509186,35.9820328
09/02/2020 15:35:16,,,,,,1.404,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,53,39,38,46,3110.599,11.5384579,16.1538486,13.0769253,6.92307949,14.6153812,11.5384579,12.30771,42.8012543,99.81876,2.13998151,2.86655354,2.38103724,1.70800257,1.88665855,2.07581854,53,54,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,13.0580521,42.4570732,6.77211761,9.178387,46,1125,6000.98438,0,41,15,0,0,43,1521,6144,2120.79688,4023.20313,34.518177,41.677002,103.515625,13.671875,33,1.05509186,35.9820328
09/02/2020 15:35:21,,,,,,1.23600006,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,52,39,38,46,3054.29858,14.0625,15.625,14.0625,14.0625,10.9375,13.28125,13.671875,42.8451958,99.81876,2.135677,2.866262,2.44501328,1.72097909,1.86736214,2.06567574,52.75,48,3768.15845,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,13.1009684,42.4787674,6.77557755,9.174927,46,1200,6000.98438,0,37,14,0,1,43,1512,6144,2120.79688,4023.20313,34.518177,41.616,96.67969,20.5078125,33,1.05509186,35.9820328
09/02/2020 15:35:26,,,,,,1.14,2.016,2.052,2.004,1.104,0.912,1.38,3.264,3.096,36,36,60,39,38,46,3260.86963,15.625,21.875,15.625,7.03125,6.25,6.25,12.109375,44.1886978,99.81876,2.386301,3.18250656,2.77459073,1.92685068,2.07083273,2.24250174,60.375,52.25,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,14.5835838,42.5090675,6.780411,9.170094,46,1275,6000.98438,0,37,15,0,0,43,1514,6144,2103.92188,4040.07813,34.24352,43.413002,105.46875,15.625,33,1.05509186,35.9820328
09/02/2020 15:35:31,,,,,,1.404,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,54,39,38,46,3154.20557,10.15625,17.1875,16.40625,6.25,7.8125,8.59375,11.0677061,44.0607262,99.81876,2.406306,3.24288,2.78132987,1.853092,1.99336445,2.18346071,54.375,48.25,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,14.460434,42.5113373,6.780773,9.169731,46,1200,6000.98438,0,39,14,0,0,43,1521,6144,2120.79688,4023.20313,34.518177,42.421,87.890625,22.4609375,33,1.05509186,35.9820328
09/02/2020 15:35:36,,,,,,1.404,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3096.33032,9.375,17.96875,10.9375,3.125,7.8125,4.6875,8.984375,43.0779037,99.81876,2.15934348,2.83493519,2.44735861,1.74641109,1.8539933,2.05052972,53.5,48.25,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,13.0925713,42.4929237,6.777836,9.172668,46,1095,6000.98438,0,36,13,0,0,43,1519,6144,2120.79688,4023.20313,34.518177,40.8710022,49.8046875,12.6953125,33,1.05509186,35.9820251
09/02/2020 15:35:41,,,,,,1.416,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3068.182,14.84375,17.96875,18.75,9.375,13.28125,14.0625,14.7135439,44.74277,99.81876,2.39895678,3.228554,2.80704927,1.97587156,2.19031453,2.32351661,53.5,49.75,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,14.924264,42.5076561,6.7801857,9.170319,47,1290.00012,6000.98438,0,39,14,0,1,43,1514,6144,2124.54688,4019.45313,34.5792122,43.358,196.289063,27.34375,33,1.05509186,35.9820251
09/02/2020 15:35:46,,,,,,1.23600006,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3082.192,12.5,21.09375,17.96875,7.03125,11.71875,8.59375,13.1510439,43.6758957,99.81876,2.33639288,3.095993,2.71482348,1.86163116,2.097186,2.18271375,53.5,51.25,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,14.28874,42.5126534,6.780983,9.169521,47,1230,6000.98438,0,36,15,0,1,43,1514,6144,2123.79688,4020.20313,34.5670052,43.4030037,162.109375,19.53125,33,1.05509186,35.9820251
09/02/2020 15:35:51,,,,,,1.416,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3068.182,17.96875,24.21875,20.3125,6.25,13.28125,16.40625,16.40625,43.7376328,99.81876,2.3156898,3.06250834,2.56867027,1.788773,2.03016353,2.120902,53.5,48,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,13.8867073,42.4819221,6.776081,9.174423,48,1500.00012,6000.98438,0,33,14,0,0,43,1519,6144,2123.79688,4020.20313,34.5670052,51.908,79.10156,24.4140625,33,1.05509186,35.9820251
09/02/2020 15:35:56,,,,,,1.404,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,36,53,39,38,46,3068.182,15.625,23.4375,15.625,8.59375,10.9375,9.375,13.9322939,43.0771523,99.81876,2.1805048,3.04122972,2.46813655,1.68518424,1.9168973,2.11486673,53.5,51.75,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,13.4068184,42.4983063,6.778694,9.17181,47,1530.00012,6000.98438,0,40,16,0,0,43,1517,6144,2123.79688,4020.20313,34.5670052,50.788002,59.5703125,22.4609375,33,1.05509186,35.9820251
09/02/2020 15:36:01,,,,,,1.344,2.016,2.052,2.004,1.092,0.912,1.38,3.264,3.096,36,36,53,39,38,46,3068.182,13.28125,22.65625,17.1875,7.8125,16.40625,13.28125,15.1041689,46.03801,99.81876,2.33768249,3.46053863,2.907574,1.93792593,2.400899,3.26843858,62.75,57,4242.29736,4242.29736,4242.29736,4242.29736,4242.29736,4242.29736,16.3130589,42.67734,6.807251,9.143253,47,1530.00012,6000.98438,0,37,15,0,0,43,1512,6144,2278.496,3865.504,37.0848961,49.7040024,66.40625,0,33,1.05509186,35.9820251
09/02/2020 15:36:06,,,,,,1.176,2.016,2.04,2.004,1.104,0.912,1.38,3.288,3.096,36,37,55,39,38,46,3214.28564,5.46875,9.375,7.03125,3.125,6.25,6.25,6.25,40.1639938,99.81876,1.63363671,2.13352585,1.81423807,1.29223526,1.40553033,1.876552,55,48.5,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,10.1557178,42.702,6.811184,9.13932,47,1245,6000.98438,0,38,14,0,0,43,1519,6144,2079.02734,4064.97266,33.8383369,44.5650024,38.0859375,14.6484375,33,1.05509186,35.98204
09/02/2020 15:36:11,,,,,,1.332,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,52,39,38,46,3068.182,5.46875,6.25,6.25,3.125,3.90625,3.125,4.6875,40.383976,99.81876,1.64088082,2.16865325,1.84949529,1.30649447,1.44487536,1.797079,52.25,51.5,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,10.2074785,42.60117,6.795101,9.155403,47,1275,6000.98438,0,40,14,0,0,43,1519,6144,2079.02734,4064.97266,33.8383369,45.196003,88.86719,8.7890625,33,1.05509186,35.98204
09/02/2020 15:36:16,,,,,,1.44,2.016,2.052,1.992,1.092,0.912,1.38,3.288,3.096,36,37,51,39,38,46,3000,8.59375,10.15625,7.8125,4.6875,5.46875,8.59375,7.552081,40.1496735,99.81876,1.53938043,2.115852,1.72046709,1.323232,1.44866276,1.79445767,51.75,46.5,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,9.942052,42.6195831,6.79803848,9.152466,47,1245,6000.98438,0,38,14,0,0,43,1512,6144,2079.02734,4064.97266,33.8383369,45.064003,60.546875,16.6015625,33,1.05509186,35.98204
09/02/2020 15:36:21,,,,,,1.104,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,36,51,39,38,46,3000,6.92307949,9.230768,6.153846,2.30768919,4.615384,5.384612,5.76923466,39.78517,99.81876,1.55106091,2.00178337,1.807591,1.27760124,1.41461074,1.81858015,51.25,46,3768.15845,3768.15845,4317.16162,4317.16162,4317.16162,4317.16162,9.871227,42.6172142,6.797661,9.152843,47,1245,6000.98438,0,37,14,0,0,43,1519,6144,2079.02734,4064.97266,33.8383369,45.068,67.38281,15.625,33,1.05509186,35.98204
09/02/2020 15:36:26,,,,,,1.332,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,36,60,39,38,46,3139.535,7.03125,8.59375,5.46875,1.5625,3.90625,3.90625,5.078125,40.0373421,99.81876,1.575681,2.08690858,1.770371,1.27570045,1.44847572,1.71895909,59.625,49,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,9.876096,42.6180534,6.79779434,9.15271,47,1275,6000.98438,0,37,14,0,0,43,1518,6144,2079.02734,4064.97266,33.8383369,44.937,79.10156,9.765625,33,1.05509186,35.98204
09/02/2020 15:36:31,,,,,,1.428,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3125,9.230768,13.0769253,8.4615345,4.615384,6.153846,10.0000019,8.58975,42.2624474,99.81876,1.91247916,2.484374,2.054955,1.49414659,1.65885508,1.99418688,53.625,50.5,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,11.5989971,42.6169052,6.797611,9.152893,47,1470.00012,6000.98438,0,39,16,0,0,43,1512,6144,2121.504,4022.496,34.529686,49.421,69.33594,25.390625,33,1.05509186,35.98204
09/02/2020 15:36:36,,,,,,1.224,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,36,60,39,38,46,3292.68286,7.03125,12.5,7.8125,1.5625,3.90625,7.03125,6.640625,41.2834129,99.81876,1.75910139,2.47586584,2.015277,1.43892,1.53166223,1.92446876,60.625,50.5,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,11.1452951,42.61877,6.797909,9.15259552,48,1455.00012,6000.98438,0,39,18,0,0,43,1519,6144,2121.746,4022.254,34.5336266,49.359,80.078125,12.6953125,33,1.05509949,35.98204
09/02/2020 15:36:41,,,,,,1.416,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,54,39,38,46,3154.20557,7.69230747,12.3076916,9.230768,1.53846145,6.153846,9.230768,7.692313,41.3903961,99.81876,1.771894,2.425461,2.00547624,1.41040111,1.600248,1.91171074,53.75,48,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,11.1251917,42.6056175,6.7958107,9.154694,48,1500.00012,6000.98438,0,40,18,0,0,43,1519,6144,2121.746,4022.254,34.5336266,49.6460037,126.953125,15.625,33,1.05509949,35.98204
09/02/2020 15:36:46,,,,,,1.404,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,52,39,38,46,3040.54053,10.9375,11.71875,8.59375,3.125,3.90625,5.46875,7.291669,41.1644859,99.81876,1.79323018,2.305549,2.00423527,1.40079892,1.661331,1.90788257,52.5,46.75,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,11.0730267,42.6050873,6.795727,9.154778,48,1680.00012,6000.98438,0,39,18,0,0,43,1512,6144,2123.14453,4020.85547,34.55639,54.3550034,88.86719,14.6484375,33,1.05509949,35.98204
09/02/2020 15:36:51,,,,,,1.428,2.016,2.052,2.004,1.104,0.912,1.38,3.264,3.096,36,36,52,39,38,46,3040.54053,7.69230747,10.76923,7.69230747,5.384612,3.8461566,9.230768,7.435912,41.435955,99.81876,1.82547259,2.4482615,2.116445,1.44437337,1.60691619,1.95003927,52.5,50.25,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,11.3915081,42.5977,6.794548,9.155956,48,1620.00012,6000.98438,0,38,19,0,0,43,1517,6144,2123.14453,4020.85547,34.55639,54.101,41.015625,19.53125,33,1.05509949,35.98204
09/02/2020 15:36:56,,,,,,1.344,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,61,39,38,46,3154.20557,7.8125,10.15625,5.46875,0.78125,6.25,4.6875,5.859375,42.02887,99.81876,1.98941994,2.560011,2.086869,1.45251656,1.67908084,1.96159708,61.5,47.25,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,11.729495,42.59311,6.79381561,9.156689,48,1470.00012,6000.98438,0,37,20,0,1,43,1519,6144,2123.44531,4020.55469,34.5612831,50.964,124.023438,11.71875,33,1.05509949,35.98204
09/02/2020 15:37:01,,,,,,1.428,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,54,39,38,46,3169.01416,14.84375,15.625,13.28125,6.25,8.59375,9.375,11.328125,42.7949333,99.81876,1.93543756,2.4986856,2.09164953,1.53893948,1.836939,2.71364021,54.625,49.25,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,12.6152916,42.5796928,6.79167557,9.158829,48,1365.00012,6000.98438,0,36,16,0,0,43,1519,6144,2123.44531,4020.55469,34.5612831,45.074,67.38281,14.6484375,33,1.05509949,35.98204
09/02/2020 15:37:06,,,,,,1.44,2.016,2.052,2.004,1.104,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3040.54053,7.03125,6.25,8.59375,0.78125,4.6875,3.125,5.078125,40.4026,99.81876,1.64276636,2.12145114,1.80148792,1.35711658,1.49039114,1.82641256,51.875,48,4317.16162,4317.16162,4317.16162,3453.72925,3453.72925,4317.16162,10.239625,42.5793076,6.79161453,9.15889,47,1080,6000.98438,0,35,12,0,0,43,1521,6144,2120.44531,4023.55469,34.512455,39.562,96.67969,8.7890625,33,1.05509949,35.98204
09/02/2020 15:37:11,,,,,,1.284,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,51,39,38,46,3054.29858,5.46875,9.375,6.25,5.46875,4.6875,1.5625,5.46875,39.79023,99.81876,1.61974764,2.11233068,1.782523,1.319446,1.45640361,1.81865263,51.125,48,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,10.1091042,42.55898,6.788372,9.162132,47,945.000061,5000.98047,0,39,15,0,0,43,1519,6144,2120.44531,4023.55469,34.512455,37.615,38.0859375,17.578125,33,1.05509949,35.98204
09/02/2020 15:37:16,,,,,,1.428,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,58,39,38,46,3125,8.59375,8.59375,6.25,4.6875,4.6875,5.46875,6.380206,39.73884,99.81876,1.55782473,2.058173,1.7536509,1.29588437,1.45713592,1.79125381,58.5,45.75,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,9.913923,42.5409927,6.78550339,9.165001,47,930.000061,5000.98047,0,38,14,0,0,43,1516,6144,2120.44531,4023.55469,34.512455,37.5860023,99.609375,11.71875,33,1.05509949,35.98204
09/02/2020 15:37:21,,,,,,1.416,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,52,39,38,46,3110.599,5.46875,7.03125,7.8125,3.125,7.03125,6.25,6.119794,41.0729942,99.81876,1.69817209,2.37918186,1.94635153,1.31048346,1.49391055,1.89737034,52.625,46,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,10.72547,42.5425262,6.78574753,9.164757,48,1500.00012,6000.98438,0,38,15,0,0,43,1513,6144,2123.44531,4020.55469,34.5612831,50.2590027,56.640625,14.6484375,33,1.05509949,35.98204
09/02/2020 15:37:26,,,,,,1.416,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,50,39,38,46,3040.54053,4.6875,8.59375,6.25,1.5625,2.34375,3.90625,4.557294,39.622036,99.81876,1.46025872,1.86595583,1.53820264,1.23311484,1.33257639,1.73582482,50.875,48,3453.72925,3453.72925,4317.16162,3453.72925,3453.72925,4317.16162,9.165933,42.5601044,6.78855133,9.161953,49,1665.00012,6000.98438,0,38,17,0,0,43,1520,6144,2123.44531,4020.55469,34.5612831,53.9890022,34.1796875,4.8828125,33,1.05509949,35.98204
09/02/2020 15:37:31,,,,,,1.368,2.016,2.052,2.004,1.092,0.912,1.38,3.264,3.096,36,36,55,39,38,46,3260.86963,8.59375,12.5,7.03125,4.6875,9.375,5.46875,7.942706,41.2687,99.81876,1.83293438,2.53937769,2.09138823,1.54717374,1.68302584,1.9874301,55.25,54.75,4292.207,4292.207,4292.207,4292.207,4292.207,4292.207,11.68133,42.774868,6.82280731,9.127697,48,1425.00012,6000.98438,0,39,19,0,0,43,1520,6144,2109.67188,4034.32813,34.33711,47.826004,45.8984375,20.5078125,33,1.05509949,35.98204
09/02/2020 15:37:36,,,,,,1.452,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3082.192,11.71875,10.9375,10.15625,7.03125,10.15625,5.46875,9.244794,41.03112,99.81876,1.76997221,2.33083367,2.0518117,1.43146157,1.64007735,1.95073473,52.5,50.5,3768.15845,3768.15845,4317.16162,4317.16162,4317.16162,4317.16162,11.1748915,42.7775,6.823227,9.127277,48,1320.00012,6000.98438,0,36,18,0,0,43,1515,6144,2094.26172,4049.73828,34.0862923,45.74,69.33594,14.6484375,33,1.05509949,35.98204
09/02/2020 15:37:41,,,,,,1.128,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,36,52,39,38,46,3068.182,12.5,19.53125,17.96875,7.03125,9.375,12.5,13.1510439,42.2257271,99.81876,1.9180032,2.44778585,2.17008662,1.51516557,1.68992758,2.01988387,52.125,46.75,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,11.7608528,42.77494,6.82281876,9.127686,48,1485.00012,6000.98438,0,34,18,0,0,43,1520,6144,2102.76563,4041.23438,34.2247,46.983,103.515625,11.71875,33,1.05509949,35.98204
09/02/2020 15:37:46,,,,,,1.428,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,59,39,38,46,3260.86963,14.6153812,16.9230766,10.76923,5.384612,5.384612,3.076923,9.358978,42.58992,99.81876,2.10318351,2.70982575,2.276032,1.57268727,1.71064782,2.05222058,59.125,51,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,12.4245968,42.7792969,6.823513,9.126991,48,1605.00012,6000.98438,0,36,20,0,0,43,1513,6144,2119.64063,4024.35938,34.49936,50.9820023,109.375,15.625,33,1.05509949,35.98204
09/02/2020 15:37:51,,,,,,1.116,2.016,2.052,2.004,1.104,0.912,1.38,3.288,3.096,36,37,53,39,38,46,3139.535,15.625,21.09375,17.1875,14.84375,13.28125,14.0625,16.015625,42.5581779,99.81876,2.071615,2.70621276,2.34196329,1.60658813,1.73856544,2.06507039,53.5,53,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,12.530015,42.781086,6.823799,9.126705,48,1440.00012,6000.98438,0,40,20,0,0,43,1513,6144,2102.76563,4041.23438,34.2247,48.971,109.375,13.671875,33,1.05509949,35.98204
09/02/2020 15:37:56,,,,,,1.38,2.016,2.052,2.004,1.092,0.912,1.38,3.288,3.096,36,37,62,39,38,46,3308.82349,4.6875,12.5,7.03125,3.125,6.25,4.6875,6.380206,42.9451675,99.81876,2.11794138,2.80940032,2.40819287,1.65592742,1.80320466,2.12853765,62.875,51,4267.252,4267.252,4267.252,4267.252,4267.252,4267.252,12.9232044,42.80431,6.827503,9.123001,48,1545.00012,6000.98438,0,38,21,0,0,43,1512,6144,2120.14844,4023.85156,34.5076256,50.8360023,62.5,22.4609375,33,1.05509949,35.98204
09/02/2020 15:38:01,,,,,,1.416,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,55,39,38,46,3245.19238,8.59375,10.15625,9.375,7.03125,7.03125,6.25,8.072919,42.7699,99.81876,1.99712169,2.63959932,2.335798,1.64043558,1.81299412,2.38718081,55.25,61.25,4192.388,4192.388,4192.388,4192.388,4192.388,4217.343,12.8131294,42.79001,6.825222,9.125282,48,1485.00012,6000.98438,0,35,19,0,0,43,1519,6144,2120.50781,4023.49219,34.5134735,49.3270035,98.63281,13.671875,33,1.05509949,35.98204
09/02/2020 15:38:06,,,,,,1.284,2.016,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3125,10.9375,12.5,11.71875,8.59375,8.59375,10.15625,10.4166689,42.42715,99.81876,2.016813,2.53361535,2.22993731,1.575695,1.69711149,2.09779787,52.875,51.25,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,12.15097,42.7876625,6.824848,9.125656,48,1365.00012,6000.98438,0,38,20,0,0,43,1520,6144,2120.40234,4023.59766,34.5117569,47.6330032,46.875,17.578125,33,1.05509949,35.9820557
09/02/2020 15:38:11,,,,,,1.416,2.016,2.052,2.004,1.092,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3040.54053,8.59375,17.96875,14.0625,7.03125,7.03125,13.28125,11.328125,42.5870171,99.81876,2.05792928,2.73474717,2.332416,1.53046787,1.7592783,2.086663,52.5,51,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,3768.15845,12.501502,42.81634,6.829422,9.121082,48,1395.00012,6000.98438,0,38,19,0,0,43,1515,6144,2120.40234,4023.59766,34.5117569,47.408,100.585938,12.6953125,33,1.05509949,35.9820557
09/02/2020 15:38:16,,,,,,1.416,2.004,2.04,2.004,1.104,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3040.54053,9.375,12.5,10.15625,6.25,12.5,16.40625,11.1979189,42.70294,99.81876,1.99262071,2.63006115,2.19479251,1.59208441,1.7825551,2.13487768,52.125,47.25,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,4317.16162,12.326992,42.9164772,6.845394,9.10511,49,1575.00012,6000.98438,0,39,22,0,0,43,1513,6144,2120.46875,4023.53125,34.5128365,50.0340042,69.33594,12.6953125,33,1.05509949,35.9820557
09/02/2020 15:38:21,,,,,,1.176,2.016,2.052,2.004,1.104,0.912,1.38,3.264,3.096,36,37,52,39,38,46,3054.29858,10.9375,14.0625,12.5,2.34375,2.34375,3.90625,7.682294,42.47218,99.81876,2.02813077,2.56442428,2.236102,1.51668394,1.74575579,2.021198,52,48.5,3433.76538,4292.207,4292.207,4292.207,4292.207,4292.207,12.1122952,42.8685722,6.8377533,9.112751,48,1470.00012,6000.98438,0,38,19,0,0,43,1519,6144,2103.461,4040.539,34.23602,48.165,104.492188,11.71875,33,1.05509949,35.9820557
